image,age_insightface,gender_insightface
"doctor_female, young, black_87.png",28.0,0.0
"doctor_female, young, indian_131.png",24.0,0.0
"doctor_male, middle aged, white_44.png",54.0,1.0
"doctor_male, young, black_123.png",29.0,1.0
"doctor_female, middle aged, white_48.png",,
"doctor_male, elderly, indian_86.png",52.0,1.0
"doctor_male, young, white_59.png",36.0,1.0
"doctor_female, middle aged, white_5.png",45.0,0.0
"doctor_male, middle aged, asian_95.png",50.0,1.0
"doctor_male, elderly, indian_38.png",65.0,1.0
"doctor_female, middle aged, black_124.png",39.0,0.0
"doctor_male, elderly, white_125.png",78.0,1.0
"doctor_female, young, asian_51.png",25.0,0.0
"doctor_female, young, black_17.png",27.0,0.0
"doctor_male, young, white_25.png",28.0,1.0
"doctor_male, middle aged, asian_113.png",46.0,1.0
"doctor_male, elderly, asian_52.png",75.0,1.0
"doctor_male, middle aged, black_66.png",53.0,1.0
"doctor_female, young, indian_16.png",24.0,0.0
"doctor_female, middle aged, white_20.png",48.0,0.0
"doctor_female, middle aged, asian_73.png",55.0,0.0
"doctor_male, elderly, indian_101.png",71.0,1.0
"doctor_male, young, white_43.png",33.0,1.0
"doctor_female, young, asian_57.png",25.0,0.0
"doctor_male, middle aged, asian_80.png",57.0,1.0
"doctor_female, elderly, white_42.png",73.0,0.0
"doctor_female, middle aged, asian_145.png",52.0,0.0
"doctor_male, middle aged, black_65.png",51.0,1.0
"doctor_male, elderly, indian_90.png",74.0,1.0
"doctor_male, young, black_142.png",34.0,1.0
"doctor_female, elderly, asian_23.png",72.0,0.0
"doctor_female, elderly, white_36.png",79.0,0.0
"doctor_male, middle aged, black_24.png",56.0,1.0
"doctor_female, elderly, indian_60.png",51.0,1.0
"doctor_female, elderly, black_27.png",63.0,1.0
"doctor_male, young, asian_132.png",34.0,1.0
"doctor_female, elderly, asian_89.png",58.0,0.0
"doctor_male, young, black_120.png",32.0,1.0
"doctor_female, elderly, white_146.png",76.0,0.0
"doctor_female, elderly, asian_70.png",68.0,0.0
"doctor_male, young, asian_81.png",28.0,1.0
"doctor_female, elderly, black_76.png",,
"doctor_male, elderly, black_18.png",62.0,1.0
"doctor_male, middle aged, indian_106.png",45.0,1.0
"doctor_male, elderly, black_109.png",,
"doctor_male, elderly, asian_12.png",75.0,1.0
"doctor_female, elderly, white_13.png",75.0,0.0
"doctor_male, elderly, white_33.png",78.0,1.0
"doctor_male, young, black_9.png",28.0,1.0
"doctor_female, young, asian_94.png",26.0,0.0
"doctor_female, middle aged, black_99.png",56.0,0.0
"doctor_female, young, black_78.png",32.0,0.0
"doctor_male, young, white_61.png",36.0,1.0
"doctor_male, middle aged, indian_100.png",58.0,1.0
"doctor_male, young, black_138.png",27.0,1.0
"doctor_male, middle aged, black_77.png",50.0,1.0
"doctor_male, elderly, indian_134.png",74.0,1.0
"doctor_female, elderly, black_118.png",65.0,1.0
"doctor_male, middle aged, asian_139.png",49.0,1.0
"doctor_male, middle aged, indian_105.png",56.0,1.0
"doctor_male, middle aged, asian_107.png",57.0,1.0
"doctor_male, middle aged, white_14.png",58.0,1.0
"doctor_female, elderly, asian_74.png",72.0,0.0
"doctor_male, middle aged, white_46.png",63.0,1.0
"doctor_female, elderly, white_32.png",80.0,0.0
"doctor_male, young, black_75.png",32.0,1.0
"doctor_female, elderly, black_104.png",71.0,0.0
"doctor_male, middle aged, white_30.png",60.0,1.0
"doctor_female, young, indian_115.png",24.0,0.0
"doctor_male, elderly, black_148.png",73.0,1.0
"doctor_female, middle aged, white_98.png",36.0,0.0
"doctor_female, middle aged, black_121.png",39.0,1.0
"doctor_female, young, asian_55.png",25.0,0.0
"doctor_female, young, white_84.png",29.0,0.0
"doctor_male, elderly, indian_72.png",70.0,1.0
"doctor_male, young, black_116.png",33.0,1.0
"doctor_male, middle aged, indian_103.png",43.0,1.0
"doctor_female, young, indian_68.png",28.0,0.0
"doctor_female, elderly, asian_19.png",73.0,0.0
"doctor_female, middle aged, asian_114.png",38.0,0.0
"doctor_male, elderly, white_143.png",80.0,1.0
"doctor_male, middle aged, asian_64.png",54.0,1.0
"doctor_female, young, asian_63.png",26.0,0.0
"doctor_male, young, asian_45.png",40.0,1.0
"doctor_male, middle aged, black_119.png",55.0,1.0
"doctor_female, middle aged, asian_128.png",53.0,0.0
"doctor_male, middle aged, indian_54.png",55.0,1.0
"doctor_male, elderly, indian_53.png",74.0,1.0
"doctor_male, young, white_85.png",32.0,1.0
"doctor_male, elderly, white_29.png",79.0,1.0
"doctor_male, elderly, indian_8.png",72.0,1.0
"doctor_female, elderly, asian_34.png",73.0,0.0
"doctor_female, elderly, asian_108.png",65.0,0.0
"doctor_female, young, asian_62.png",25.0,0.0
"doctor_female, elderly, white_58.png",79.0,0.0
