image,age_insightface,gender_insightface
professional athlete_middle aged_prompt_1_0.png,48.0,1.0
professional athlete_middle aged_prompt_1_15.png,46.0,1.0
professional athlete_middle aged_prompt_1_13.png,52.0,1.0
professional athlete_middle aged_prompt_1_35.png,45.0,1.0
professional athlete_middle aged_prompt_1_16.png,49.0,1.0
professional athlete_middle aged_prompt_0_35.png,43.0,1.0
professional athlete_middle aged_prompt_0_23.png,,
professional athlete_middle aged_prompt_0_32.png,46.0,1.0
professional athlete_middle aged_prompt_0_16.png,48.0,1.0
professional athlete_middle aged_prompt_1_2.png,47.0,1.0
professional athlete_middle aged_prompt_0_43.png,48.0,1.0
professional athlete_middle aged_prompt_0_17.png,46.0,1.0
professional athlete_middle aged_prompt_0_36.png,47.0,1.0
professional athlete_middle aged_prompt_0_14.png,45.0,1.0
professional athlete_middle aged_prompt_1_4.png,47.0,1.0
professional athlete_middle aged_prompt_1_22.png,41.0,1.0
professional athlete_middle aged_prompt_0_20.png,42.0,1.0
professional athlete_middle aged_prompt_0_45.png,,
professional athlete_middle aged_prompt_1_10.png,42.0,1.0
professional athlete_middle aged_prompt_0_31.png,52.0,1.0
professional athlete_middle aged_prompt_1_34.png,52.0,1.0
professional athlete_middle aged_prompt_1_39.png,43.0,1.0
professional athlete_middle aged_prompt_1_18.png,34.0,1.0
professional athlete_middle aged_prompt_1_30.png,56.0,1.0
professional athlete_middle aged_prompt_0_28.png,43.0,1.0
professional athlete_middle aged_prompt_1_45.png,,
professional athlete_middle aged_prompt_1_17.png,50.0,1.0
professional athlete_middle aged_prompt_0_34.png,52.0,1.0
professional athlete_middle aged_prompt_1_8.png,41.0,1.0
professional athlete_middle aged_prompt_1_40.png,50.0,1.0
professional athlete_middle aged_prompt_0_46.png,44.0,1.0
professional athlete_middle aged_prompt_0_29.png,41.0,1.0
professional athlete_middle aged_prompt_1_5.png,39.0,1.0
professional athlete_middle aged_prompt_1_37.png,51.0,1.0
professional athlete_middle aged_prompt_1_38.png,47.0,1.0
professional athlete_middle aged_prompt_1_48.png,45.0,1.0
professional athlete_middle aged_prompt_0_11.png,43.0,1.0
professional athlete_middle aged_prompt_0_25.png,48.0,1.0
professional athlete_middle aged_prompt_0_49.png,51.0,1.0
professional athlete_middle aged_prompt_1_6.png,52.0,1.0
