image,age_insightface,gender_insightface
"judge_female, elderly, asian_23.png",68.0,1.0
"judge_female, middle aged, white_103.png",49.0,0.0
"judge_male, middle aged, asian_98.png",50.0,1.0
"judge_female, young, white_116.png",27.0,1.0
"judge_male, young, white_93.png",36.0,1.0
"judge_female, elderly, white_107.png",76.0,0.0
"judge_male, middle aged, white_128.png",59.0,1.0
"judge_female, elderly, white_28.png",72.0,0.0
"judge_male, middle aged, indian_145.png",61.0,1.0
"judge_male, middle aged, indian_1.png",46.0,1.0
"judge_male, middle aged, indian_43.png",40.0,1.0
"judge_female, elderly, asian_40.png",79.0,0.0
"judge_female, elderly, asian_36.png",72.0,0.0
"judge_female, elderly, asian_3.png",52.0,0.0
"judge_male, young, black_62.png",27.0,1.0
"judge_male, young, white_69.png",48.0,1.0
"judge_male, middle aged, indian_54.png",58.0,1.0
"judge_male, middle aged, black_55.png",28.0,1.0
"judge_male, young, asian_29.png",24.0,1.0
"judge_female, middle aged, indian_24.png",26.0,1.0
"judge_female, young, black_92.png",23.0,0.0
"judge_female, elderly, white_5.png",79.0,0.0
