image,age_insightface,gender_insightface
"writer_female, elderly, asian_90.png",79.0,0.0
"writer_male, middle aged, indian_33.png",49.0,1.0
"writer_male, young, black_51.png",28.0,1.0
"writer_male, middle aged, black_139.png",50.0,1.0
"writer_female, elderly, indian_94.png",78.0,0.0
"writer_female, middle aged, white_98.png",64.0,0.0
"writer_male, middle aged, asian_34.png",59.0,1.0
"writer_female, middle aged, asian_20.png",51.0,0.0
"writer_male, young, white_7.png",29.0,1.0
"writer_male, young, white_47.png",30.0,1.0
"writer_female, middle aged, white_104.png",68.0,0.0
"writer_male, elderly, asian_28.png",54.0,1.0
"writer_female, middle aged, black_19.png",33.0,0.0
"writer_female, middle aged, asian_65.png",30.0,0.0
"writer_female, young, asian_122.png",22.0,0.0
"writer_female, young, indian_135.png",24.0,0.0
"writer_female, young, black_140.png",32.0,0.0
"writer_female, young, indian_78.png",22.0,0.0
"writer_male, young, white_84.png",33.0,1.0
"writer_male, elderly, black_29.png",66.0,1.0
"writer_male, elderly, asian_86.png",77.0,1.0
"writer_female, young, black_42.png",23.0,0.0
"writer_male, elderly, asian_6.png",72.0,1.0
"writer_female, young, white_92.png",21.0,0.0
"writer_male, elderly, black_49.png",65.0,1.0
"writer_female, young, indian_54.png",21.0,0.0
"writer_male, elderly, asian_2.png",66.0,1.0
"writer_female, young, white_143.png",20.0,0.0
"writer_male, young, black_64.png",27.0,1.0
"writer_male, middle aged, asian_147.png",,
"writer_male, elderly, indian_8.png",69.0,1.0
"writer_female, young, white_58.png",27.0,0.0
"writer_female, elderly, black_85.png",72.0,0.0
"writer_female, middle aged, indian_117.png",61.0,0.0
"writer_female, middle aged, black_141.png",39.0,0.0
"writer_male, middle aged, asian_113.png",53.0,1.0
"writer_male, elderly, white_48.png",,
"writer_male, middle aged, indian_68.png",34.0,1.0
"writer_male, elderly, black_136.png",61.0,1.0
"writer_male, young, white_89.png",27.0,1.0
"writer_female, young, asian_112.png",23.0,0.0
"writer_female, middle aged, asian_96.png",49.0,0.0
"writer_female, young, asian_119.png",23.0,0.0
"writer_male, middle aged, white_106.png",54.0,1.0
"writer_male, elderly, asian_35.png",74.0,1.0
"writer_female, middle aged, asian_37.png",43.0,0.0
"writer_female, middle aged, white_56.png",64.0,1.0
"writer_female, middle aged, indian_133.png",33.0,0.0
"writer_male, elderly, asian_105.png",73.0,1.0
"writer_male, young, indian_82.png",31.0,1.0
"writer_female, young, black_61.png",28.0,0.0
"writer_female, middle aged, asian_126.png",33.0,0.0
"writer_male, middle aged, black_41.png",35.0,1.0
"writer_male, middle aged, indian_127.png",51.0,1.0
"writer_female, elderly, asian_132.png",67.0,0.0
"writer_male, young, asian_79.png",29.0,1.0
"writer_male, middle aged, indian_146.png",47.0,1.0
"writer_male, middle aged, indian_9.png",37.0,1.0
"writer_male, middle aged, black_69.png",39.0,1.0
"writer_female, elderly, black_21.png",65.0,0.0
"writer_female, middle aged, black_52.png",55.0,0.0
"writer_female, young, black_60.png",25.0,0.0
"writer_female, elderly, asian_14.png",70.0,0.0
"writer_male, young, black_11.png",31.0,1.0
"writer_female, young, white_137.png",22.0,0.0
"writer_female, elderly, black_107.png",49.0,0.0
"writer_male, young, black_91.png",25.0,1.0
"writer_female, elderly, white_123.png",77.0,0.0
"writer_female, middle aged, indian_97.png",50.0,0.0
"writer_male, elderly, indian_4.png",58.0,1.0
"writer_male, young, white_62.png",33.0,1.0
"writer_female, young, white_125.png",23.0,0.0
"writer_male, middle aged, black_18.png",40.0,1.0
"writer_female, elderly, asian_88.png",70.0,0.0
"writer_female, middle aged, indian_108.png",61.0,0.0
"writer_female, middle aged, white_142.png",56.0,0.0
"writer_female, young, white_5.png",22.0,0.0
"writer_male, middle aged, black_114.png",46.0,1.0
"writer_male, young, asian_110.png",28.0,1.0
"writer_female, young, black_24.png",25.0,0.0
"writer_female, middle aged, white_120.png",68.0,0.0
"writer_male, young, black_55.png",30.0,1.0
"writer_male, young, asian_149.png",29.0,1.0
"writer_male, middle aged, asian_76.png",53.0,1.0
"writer_male, young, asian_3.png",25.0,1.0
"writer_female, young, indian_130.png",24.0,1.0
"writer_male, young, white_43.png",27.0,1.0
"writer_female, elderly, black_59.png",63.0,0.0
"writer_male, young, indian_40.png",33.0,1.0
