image,age_insightface,gender_insightface
"teacher_female, middle aged, indian_66.png",46.0,0.0
"teacher_female, middle aged, indian_32.png",27.0,0.0
"teacher_female, elderly, asian_108.png",74.0,0.0
"teacher_male, young, indian_62.png",29.0,1.0
"teacher_female, middle aged, asian_7.png",56.0,0.0
"teacher_male, young, white_8.png",36.0,1.0
"teacher_male, middle aged, asian_61.png",62.0,1.0
"teacher_female, elderly, white_147.png",77.0,0.0
"teacher_female, elderly, indian_114.png",75.0,0.0
"teacher_female, middle aged, asian_33.png",48.0,0.0
"teacher_male, young, indian_72.png",26.0,1.0
"teacher_female, middle aged, asian_28.png",57.0,0.0
"teacher_female, young, asian_34.png",25.0,0.0
"teacher_female, young, asian_149.png",28.0,0.0
"teacher_male, elderly, white_14.png",71.0,1.0
"teacher_male, elderly, asian_89.png",72.0,1.0
"teacher_female, elderly, asian_117.png",72.0,0.0
"teacher_female, middle aged, asian_90.png",72.0,0.0
"teacher_female, young, indian_16.png",24.0,1.0
"teacher_female, young, asian_118.png",26.0,0.0
"teacher_female, young, asian_56.png",26.0,0.0
"teacher_female, young, white_38.png",21.0,0.0
"teacher_male, young, asian_11.png",29.0,1.0
"teacher_male, young, asian_83.png",,
"teacher_male, middle aged, indian_122.png",32.0,1.0
"teacher_female, middle aged, black_85.png",57.0,0.0
"teacher_female, elderly, asian_1.png",75.0,0.0
"teacher_male, young, white_68.png",34.0,1.0
"teacher_female, young, indian_53.png",22.0,0.0
"teacher_male, young, asian_39.png",26.0,1.0
"teacher_male, young, asian_27.png",34.0,1.0
"teacher_female, middle aged, indian_98.png",38.0,0.0
"teacher_male, young, indian_148.png",29.0,1.0
"teacher_male, elderly, black_57.png",,
"teacher_male, middle aged, indian_146.png",35.0,1.0
"teacher_male, young, indian_0.png",28.0,1.0
"teacher_male, middle aged, white_82.png",48.0,1.0
"teacher_female, elderly, indian_18.png",65.0,1.0
"teacher_male, middle aged, indian_46.png",40.0,1.0
"teacher_male, young, white_10.png",36.0,1.0
"teacher_female, young, indian_131.png",22.0,0.0
"teacher_female, young, black_37.png",25.0,0.0
"teacher_male, elderly, asian_99.png",71.0,1.0
"teacher_female, middle aged, asian_40.png",52.0,0.0
"teacher_male, middle aged, indian_17.png",47.0,1.0
"teacher_male, young, asian_81.png",49.0,1.0
"teacher_male, young, white_65.png",29.0,1.0
"teacher_male, elderly, white_106.png",72.0,1.0
"teacher_female, elderly, black_143.png",65.0,0.0
"teacher_male, middle aged, white_77.png",60.0,1.0
"teacher_male, middle aged, white_54.png",51.0,1.0
"teacher_male, young, white_142.png",36.0,1.0
"teacher_female, middle aged, white_87.png",69.0,0.0
"teacher_male, young, black_6.png",29.0,1.0
"teacher_male, young, indian_95.png",28.0,1.0
"teacher_female, elderly, indian_50.png",71.0,1.0
"teacher_male, young, black_41.png",27.0,1.0
"teacher_female, elderly, black_21.png",57.0,0.0
"teacher_male, elderly, white_64.png",79.0,1.0
"teacher_female, elderly, black_135.png",76.0,0.0
"teacher_female, middle aged, indian_101.png",38.0,0.0
"teacher_male, young, black_4.png",26.0,1.0
"teacher_male, elderly, asian_105.png",68.0,1.0
"teacher_female, elderly, asian_102.png",69.0,0.0
"teacher_female, young, black_110.png",30.0,0.0
"teacher_male, young, asian_35.png",39.0,1.0
"teacher_male, middle aged, black_24.png",42.0,1.0
"teacher_male, middle aged, black_88.png",36.0,1.0
"teacher_male, middle aged, indian_75.png",40.0,1.0
"teacher_male, elderly, asian_60.png",71.0,1.0
"teacher_female, young, asian_52.png",25.0,0.0
"teacher_male, young, asian_69.png",42.0,1.0
"teacher_male, elderly, asian_116.png",71.0,1.0
"teacher_male, elderly, indian_112.png",69.0,1.0
"teacher_male, middle aged, indian_137.png",53.0,1.0
"teacher_female, elderly, white_132.png",76.0,0.0
"teacher_male, elderly, asian_140.png",64.0,1.0
"teacher_female, middle aged, black_109.png",31.0,0.0
"teacher_male, young, black_104.png",34.0,1.0
"teacher_female, middle aged, black_74.png",34.0,0.0
"teacher_male, young, black_73.png",33.0,1.0
"teacher_female, elderly, black_103.png",69.0,0.0
"teacher_male, young, white_115.png",28.0,1.0
"teacher_female, middle aged, indian_121.png",24.0,0.0
"teacher_male, elderly, asian_127.png",,
"teacher_male, young, black_120.png",28.0,1.0
