image,age_insightface,gender_insightface
"cashier_female, young, asian_101.png",25.0,0.0
"cashier_male, elderly, asian_126.png",67.0,1.0
"cashier_male, elderly, white_63.png",74.0,1.0
"cashier_female, middle aged, asian_40.png",30.0,0.0
"cashier_female, middle aged, indian_125.png",28.0,0.0
"cashier_female, middle aged, asian_9.png",27.0,0.0
"cashier_female, elderly, white_58.png",78.0,0.0
"cashier_male, elderly, asian_12.png",55.0,1.0
"cashier_female, elderly, black_104.png",33.0,0.0
"cashier_female, middle aged, white_30.png",46.0,0.0
"cashier_female, young, black_24.png",23.0,0.0
"cashier_male, middle aged, black_38.png",31.0,1.0
"cashier_male, elderly, indian_27.png",74.0,1.0
"cashier_male, young, black_145.png",30.0,1.0
"cashier_female, elderly, indian_57.png",57.0,1.0
"cashier_male, young, indian_88.png",30.0,1.0
"cashier_female, young, indian_87.png",25.0,0.0
"cashier_female, middle aged, white_134.png",45.0,0.0
"cashier_female, young, asian_114.png",25.0,0.0
"cashier_male, elderly, asian_74.png",73.0,1.0
"cashier_male, elderly, asian_103.png",60.0,1.0
"cashier_female, young, asian_112.png",26.0,0.0
"cashier_female, young, asian_66.png",22.0,0.0
"cashier_male, young, white_68.png",30.0,1.0
"cashier_male, middle aged, white_29.png",46.0,1.0
"cashier_female, middle aged, white_72.png",51.0,0.0
"cashier_male, elderly, black_18.png",73.0,1.0
"cashier_female, elderly, black_123.png",56.0,0.0
"cashier_female, elderly, black_78.png",58.0,0.0
"cashier_male, middle aged, white_132.png",46.0,1.0
"cashier_female, middle aged, black_47.png",32.0,0.0
"cashier_male, young, indian_6.png",27.0,1.0
"cashier_male, elderly, black_91.png",65.0,1.0
"cashier_male, young, indian_36.png",25.0,1.0
"cashier_female, young, white_10.png",25.0,0.0
"cashier_female, middle aged, white_2.png",56.0,0.0
"cashier_female, young, indian_65.png",24.0,0.0
"cashier_male, young, indian_44.png",25.0,1.0
"cashier_female, young, asian_96.png",25.0,0.0
"cashier_male, young, white_93.png",26.0,1.0
"cashier_male, middle aged, asian_33.png",55.0,1.0
"cashier_female, middle aged, black_4.png",26.0,0.0
"cashier_female, elderly, asian_137.png",53.0,0.0
"cashier_female, elderly, white_136.png",77.0,0.0
"cashier_female, middle aged, indian_14.png",25.0,1.0
"cashier_female, middle aged, asian_105.png",39.0,0.0
"cashier_female, middle aged, asian_133.png",25.0,0.0
"cashier_female, young, indian_127.png",25.0,0.0
"cashier_male, middle aged, white_35.png",48.0,1.0
"cashier_male, young, white_142.png",32.0,1.0
"cashier_female, elderly, white_39.png",78.0,0.0
"cashier_female, middle aged, black_73.png",28.0,0.0
"cashier_male, elderly, black_84.png",57.0,1.0
"cashier_male, middle aged, black_108.png",31.0,1.0
"cashier_female, young, asian_41.png",24.0,0.0
"cashier_male, elderly, indian_83.png",68.0,1.0
"cashier_male, middle aged, white_46.png",49.0,1.0
"cashier_female, elderly, white_64.png",77.0,0.0
"cashier_female, elderly, white_90.png",77.0,0.0
"cashier_male, elderly, indian_48.png",,
"cashier_female, elderly, white_149.png",80.0,0.0
"cashier_female, middle aged, white_107.png",59.0,0.0
"cashier_female, young, white_15.png",24.0,0.0
"cashier_female, elderly, white_49.png",76.0,0.0
"cashier_female, middle aged, indian_89.png",43.0,0.0
"cashier_male, middle aged, indian_5.png",34.0,1.0
"cashier_female, young, black_85.png",21.0,0.0
"cashier_male, middle aged, black_50.png",35.0,1.0
"cashier_female, middle aged, white_135.png",51.0,0.0
