image,age_insightface,gender_insightface
"chef_male, middle aged, asian_101.png",36.0,1.0
"chef_female, young, black_27.png",26.0,0.0
"chef_female, middle aged, indian_8.png",30.0,0.0
"chef_male, young, white_121.png",34.0,1.0
"chef_female, middle aged, black_60.png",35.0,0.0
"chef_female, elderly, white_28.png",76.0,0.0
"chef_male, young, black_41.png",37.0,1.0
"chef_female, young, black_29.png",27.0,0.0
"chef_female, elderly, white_100.png",77.0,0.0
"chef_male, young, black_30.png",37.0,1.0
"chef_female, young, asian_7.png",27.0,0.0
"chef_female, elderly, black_111.png",73.0,1.0
"chef_male, middle aged, black_131.png",47.0,1.0
"chef_male, elderly, asian_124.png",55.0,1.0
"chef_male, elderly, indian_73.png",72.0,1.0
"chef_female, elderly, black_118.png",39.0,0.0
"chef_male, elderly, indian_0.png",64.0,1.0
"chef_male, middle aged, asian_44.png",48.0,1.0
"chef_female, young, asian_3.png",33.0,0.0
"chef_male, young, black_20.png",33.0,1.0
"chef_female, middle aged, black_139.png",57.0,0.0
"chef_male, young, asian_88.png",37.0,1.0
"chef_male, elderly, indian_89.png",73.0,1.0
